question,answer
"What is invoice with values invoice_id: 31, customer_id: 42, invoice_date: 2021-05-07 00:00:00, billing_address: 9, Place Louis Barthou, billing_city: Bordeaux, billing_state: None, billing_country: France, billing_postal_code: 33000, total: 5.94?","invoice details are invoice_id: 31, customer_id: 42, invoice_date: 2021-05-07 00:00:00, billing_address: 9, Place Louis Barthou, billing_city: Bordeaux, billing_state: None, billing_country: France, billing_postal_code: 33000, total: 5.94."
"What is invoice with values invoice_id: 32, customer_id: 48, invoice_date: 2021-05-10 00:00:00, billing_address: Lijnbaansgracht 120bg, billing_city: Amsterdam, billing_state: VV, billing_country: Netherlands, billing_postal_code: 1016, total: 8.91?","invoice details are invoice_id: 32, customer_id: 48, invoice_date: 2021-05-10 00:00:00, billing_address: Lijnbaansgracht 120bg, billing_city: Amsterdam, billing_state: VV, billing_country: Netherlands, billing_postal_code: 1016, total: 8.91."
"What is invoice with values invoice_id: 33, customer_id: 57, invoice_date: 2021-05-15 00:00:00, billing_address: Calle Lira, 198, billing_city: Santiago, billing_state: None, billing_country: Chile, billing_postal_code: None, total: 13.86?","invoice details are invoice_id: 33, customer_id: 57, invoice_date: 2021-05-15 00:00:00, billing_address: Calle Lira, 198, billing_city: Santiago, billing_state: None, billing_country: Chile, billing_postal_code: None, total: 13.86."
"What is invoice with values invoice_id: 34, customer_id: 12, invoice_date: 2021-05-23 00:00:00, billing_address: Praça Pio X, 119, billing_city: Rio de Janeiro, billing_state: RJ, billing_country: Brazil, billing_postal_code: 20040-020, total: 0.99?","invoice details are invoice_id: 34, customer_id: 12, invoice_date: 2021-05-23 00:00:00, billing_address: Praça Pio X, 119, billing_city: Rio de Janeiro, billing_state: RJ, billing_country: Brazil, billing_postal_code: 20040-020, total: 0.99."
"What is invoice with values invoice_id: 35, customer_id: 13, invoice_date: 2021-06-05 00:00:00, billing_address: Qe 7 Bloco G, billing_city: Brasília, billing_state: DF, billing_country: Brazil, billing_postal_code: 71020-677, total: 1.98?","invoice details are invoice_id: 35, customer_id: 13, invoice_date: 2021-06-05 00:00:00, billing_address: Qe 7 Bloco G, billing_city: Brasília, billing_state: DF, billing_country: Brazil, billing_postal_code: 71020-677, total: 1.98."
"What is invoice with values invoice_id: 36, customer_id: 15, invoice_date: 2021-06-05 00:00:00, billing_address: 700 W Pender Street, billing_city: Vancouver, billing_state: BC, billing_country: Canada, billing_postal_code: V6C 1G8, total: 1.98?","invoice details are invoice_id: 36, customer_id: 15, invoice_date: 2021-06-05 00:00:00, billing_address: 700 W Pender Street, billing_city: Vancouver, billing_state: BC, billing_country: Canada, billing_postal_code: V6C 1G8, total: 1.98."
"What is invoice with values invoice_id: 37, customer_id: 17, invoice_date: 2021-06-06 00:00:00, billing_address: 1 Microsoft Way, billing_city: Redmond, billing_state: WA, billing_country: USA, billing_postal_code: 98052-8300, total: 3.96?","invoice details are invoice_id: 37, customer_id: 17, invoice_date: 2021-06-06 00:00:00, billing_address: 1 Microsoft Way, billing_city: Redmond, billing_state: WA, billing_country: USA, billing_postal_code: 98052-8300, total: 3.96."
"What is invoice with values invoice_id: 38, customer_id: 21, invoice_date: 2021-06-07 00:00:00, billing_address: 801 W 4th Street, billing_city: Reno, billing_state: NV, billing_country: USA, billing_postal_code: 89503, total: 5.94?","invoice details are invoice_id: 38, customer_id: 21, invoice_date: 2021-06-07 00:00:00, billing_address: 801 W 4th Street, billing_city: Reno, billing_state: NV, billing_country: USA, billing_postal_code: 89503, total: 5.94."
"What is invoice with values invoice_id: 39, customer_id: 27, invoice_date: 2021-06-10 00:00:00, billing_address: 1033 N Park Ave, billing_city: Tucson, billing_state: AZ, billing_country: USA, billing_postal_code: 85719, total: 8.91?","invoice details are invoice_id: 39, customer_id: 27, invoice_date: 2021-06-10 00:00:00, billing_address: 1033 N Park Ave, billing_city: Tucson, billing_state: AZ, billing_country: USA, billing_postal_code: 85719, total: 8.91."
"What is invoice with values invoice_id: 40, customer_id: 36, invoice_date: 2021-06-15 00:00:00, billing_address: Tauentzienstraße 8, billing_city: Berlin, billing_state: None, billing_country: Germany, billing_postal_code: 10789, total: 13.86?","invoice details are invoice_id: 40, customer_id: 36, invoice_date: 2021-06-15 00:00:00, billing_address: Tauentzienstraße 8, billing_city: Berlin, billing_state: None, billing_country: Germany, billing_postal_code: 10789, total: 13.86."
"What is invoice with values invoice_id: 41, customer_id: 50, invoice_date: 2021-06-23 00:00:00, billing_address: C/ San Bernardo 85, billing_city: Madrid, billing_state: None, billing_country: Spain, billing_postal_code: 28015, total: 0.99?","invoice details are invoice_id: 41, customer_id: 50, invoice_date: 2021-06-23 00:00:00, billing_address: C/ San Bernardo 85, billing_city: Madrid, billing_state: None, billing_country: Spain, billing_postal_code: 28015, total: 0.99."
"What is invoice with values invoice_id: 42, customer_id: 51, invoice_date: 2021-07-06 00:00:00, billing_address: Celsiusg. 9, billing_city: Stockholm, billing_state: None, billing_country: Sweden, billing_postal_code: 11230, total: 1.98?","invoice details are invoice_id: 42, customer_id: 51, invoice_date: 2021-07-06 00:00:00, billing_address: Celsiusg. 9, billing_city: Stockholm, billing_state: None, billing_country: Sweden, billing_postal_code: 11230, total: 1.98."
"What is invoice with values invoice_id: 43, customer_id: 53, invoice_date: 2021-07-06 00:00:00, billing_address: 113 Lupus St, billing_city: London, billing_state: None, billing_country: United Kingdom, billing_postal_code: SW1V 3EN, total: 1.98?","invoice details are invoice_id: 43, customer_id: 53, invoice_date: 2021-07-06 00:00:00, billing_address: 113 Lupus St, billing_city: London, billing_state: None, billing_country: United Kingdom, billing_postal_code: SW1V 3EN, total: 1.98."
"What is invoice with values invoice_id: 44, customer_id: 55, invoice_date: 2021-07-07 00:00:00, billing_address: 421 Bourke Street, billing_city: Sidney, billing_state: NSW, billing_country: Australia, billing_postal_code: 2010, total: 3.96?","invoice details are invoice_id: 44, customer_id: 55, invoice_date: 2021-07-07 00:00:00, billing_address: 421 Bourke Street, billing_city: Sidney, billing_state: NSW, billing_country: Australia, billing_postal_code: 2010, total: 3.96."
"What is invoice with values invoice_id: 45, customer_id: 59, invoice_date: 2021-07-08 00:00:00, billing_address: 3,Raj Bhavan Road, billing_city: Bangalore, billing_state: None, billing_country: India, billing_postal_code: 560001, total: 5.94?","invoice details are invoice_id: 45, customer_id: 59, invoice_date: 2021-07-08 00:00:00, billing_address: 3,Raj Bhavan Road, billing_city: Bangalore, billing_state: None, billing_country: India, billing_postal_code: 560001, total: 5.94."
"What is invoice with values invoice_id: 46, customer_id: 6, invoice_date: 2021-07-11 00:00:00, billing_address: Rilská 3174/6, billing_city: Prague, billing_state: None, billing_country: Czech Republic, billing_postal_code: 14300, total: 8.91?","invoice details are invoice_id: 46, customer_id: 6, invoice_date: 2021-07-11 00:00:00, billing_address: Rilská 3174/6, billing_city: Prague, billing_state: None, billing_country: Czech Republic, billing_postal_code: 14300, total: 8.91."
"What is invoice with values invoice_id: 47, customer_id: 15, invoice_date: 2021-07-16 00:00:00, billing_address: 700 W Pender Street, billing_city: Vancouver, billing_state: BC, billing_country: Canada, billing_postal_code: V6C 1G8, total: 13.86?","invoice details are invoice_id: 47, customer_id: 15, invoice_date: 2021-07-16 00:00:00, billing_address: 700 W Pender Street, billing_city: Vancouver, billing_state: BC, billing_country: Canada, billing_postal_code: V6C 1G8, total: 13.86."
"What is invoice with values invoice_id: 48, customer_id: 29, invoice_date: 2021-07-24 00:00:00, billing_address: 796 Dundas Street West, billing_city: Toronto, billing_state: ON, billing_country: Canada, billing_postal_code: M6J 1V1, total: 0.99?","invoice details are invoice_id: 48, customer_id: 29, invoice_date: 2021-07-24 00:00:00, billing_address: 796 Dundas Street West, billing_city: Toronto, billing_state: ON, billing_country: Canada, billing_postal_code: M6J 1V1, total: 0.99."
"What is invoice with values invoice_id: 49, customer_id: 30, invoice_date: 2021-08-06 00:00:00, billing_address: 230 Elgin Street, billing_city: Ottawa, billing_state: ON, billing_country: Canada, billing_postal_code: K2P 1L7, total: 1.98?","invoice details are invoice_id: 49, customer_id: 30, invoice_date: 2021-08-06 00:00:00, billing_address: 230 Elgin Street, billing_city: Ottawa, billing_state: ON, billing_country: Canada, billing_postal_code: K2P 1L7, total: 1.98."
"What is invoice with values invoice_id: 50, customer_id: 32, invoice_date: 2021-08-06 00:00:00, billing_address: 696 Osborne Street, billing_city: Winnipeg, billing_state: MB, billing_country: Canada, billing_postal_code: R3L 2B9, total: 1.98?","invoice details are invoice_id: 50, customer_id: 32, invoice_date: 2021-08-06 00:00:00, billing_address: 696 Osborne Street, billing_city: Winnipeg, billing_state: MB, billing_country: Canada, billing_postal_code: R3L 2B9, total: 1.98."
"What is invoice with values invoice_id: 51, customer_id: 34, invoice_date: 2021-08-07 00:00:00, billing_address: Rua da Assunção 53, billing_city: Lisbon, billing_state: None, billing_country: Portugal, billing_postal_code: None, total: 3.96?","invoice details are invoice_id: 51, customer_id: 34, invoice_date: 2021-08-07 00:00:00, billing_address: Rua da Assunção 53, billing_city: Lisbon, billing_state: None, billing_country: Portugal, billing_postal_code: None, total: 3.96."
"What is invoice with values invoice_id: 52, customer_id: 38, invoice_date: 2021-08-08 00:00:00, billing_address: Barbarossastraße 19, billing_city: Berlin, billing_state: None, billing_country: Germany, billing_postal_code: 10779, total: 5.94?","invoice details are invoice_id: 52, customer_id: 38, invoice_date: 2021-08-08 00:00:00, billing_address: Barbarossastraße 19, billing_city: Berlin, billing_state: None, billing_country: Germany, billing_postal_code: 10779, total: 5.94."
"What is invoice with values invoice_id: 53, customer_id: 44, invoice_date: 2021-08-11 00:00:00, billing_address: Porthaninkatu 9, billing_city: Helsinki, billing_state: None, billing_country: Finland, billing_postal_code: 00530, total: 8.91?","invoice details are invoice_id: 53, customer_id: 44, invoice_date: 2021-08-11 00:00:00, billing_address: Porthaninkatu 9, billing_city: Helsinki, billing_state: None, billing_country: Finland, billing_postal_code: 00530, total: 8.91."
"What is invoice with values invoice_id: 54, customer_id: 53, invoice_date: 2021-08-16 00:00:00, billing_address: 113 Lupus St, billing_city: London, billing_state: None, billing_country: United Kingdom, billing_postal_code: SW1V 3EN, total: 13.86?","invoice details are invoice_id: 54, customer_id: 53, invoice_date: 2021-08-16 00:00:00, billing_address: 113 Lupus St, billing_city: London, billing_state: None, billing_country: United Kingdom, billing_postal_code: SW1V 3EN, total: 13.86."
"What is invoice with values invoice_id: 55, customer_id: 8, invoice_date: 2021-08-24 00:00:00, billing_address: Grétrystraat 63, billing_city: Brussels, billing_state: None, billing_country: Belgium, billing_postal_code: 1000, total: 0.99?","invoice details are invoice_id: 55, customer_id: 8, invoice_date: 2021-08-24 00:00:00, billing_address: Grétrystraat 63, billing_city: Brussels, billing_state: None, billing_country: Belgium, billing_postal_code: 1000, total: 0.99."
"What is invoice with values invoice_id: 56, customer_id: 9, invoice_date: 2021-09-06 00:00:00, billing_address: Sønder Boulevard 51, billing_city: Copenhagen, billing_state: None, billing_country: Denmark, billing_postal_code: 1720, total: 1.98?","invoice details are invoice_id: 56, customer_id: 9, invoice_date: 2021-09-06 00:00:00, billing_address: Sønder Boulevard 51, billing_city: Copenhagen, billing_state: None, billing_country: Denmark, billing_postal_code: 1720, total: 1.98."
"What is invoice with values invoice_id: 57, customer_id: 11, invoice_date: 2021-09-06 00:00:00, billing_address: Av. Paulista, 2022, billing_city: São Paulo, billing_state: SP, billing_country: Brazil, billing_postal_code: 01310-200, total: 1.98?","invoice details are invoice_id: 57, customer_id: 11, invoice_date: 2021-09-06 00:00:00, billing_address: Av. Paulista, 2022, billing_city: São Paulo, billing_state: SP, billing_country: Brazil, billing_postal_code: 01310-200, total: 1.98."
"What is invoice with values invoice_id: 58, customer_id: 13, invoice_date: 2021-09-07 00:00:00, billing_address: Qe 7 Bloco G, billing_city: Brasília, billing_state: DF, billing_country: Brazil, billing_postal_code: 71020-677, total: 3.96?","invoice details are invoice_id: 58, customer_id: 13, invoice_date: 2021-09-07 00:00:00, billing_address: Qe 7 Bloco G, billing_city: Brasília, billing_state: DF, billing_country: Brazil, billing_postal_code: 71020-677, total: 3.96."
"What is invoice with values invoice_id: 59, customer_id: 17, invoice_date: 2021-09-08 00:00:00, billing_address: 1 Microsoft Way, billing_city: Redmond, billing_state: WA, billing_country: USA, billing_postal_code: 98052-8300, total: 5.94?","invoice details are invoice_id: 59, customer_id: 17, invoice_date: 2021-09-08 00:00:00, billing_address: 1 Microsoft Way, billing_city: Redmond, billing_state: WA, billing_country: USA, billing_postal_code: 98052-8300, total: 5.94."
